Abstract	0	0.01	0	0.6	1	0	0	209.841	276.529	44.4853	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
This	0	0.02	0	0.55	1	0	0	233.906	89.008	19.3964	0	0
paper	0	0.02	0	0.55	0	0	0	233.906	111.71	24.2291	0	0
proposes	0	0.02	0	0.55	0	0	0	233.906	139.244	38.7819	0	0
OCR++,	0	0.02	0	0.55	1	1	0	234.015	181.327	39.2733	0	0
an	0	0.02	0	0.55	0	0	0	233.906	224.048	10.2982	0	0
open-source	0	0.02	0	0.55	0	0	0	233.906	237.651	53.3128	0	0
framework	0	0.02	0	0.55	0	0	0	233.906	294.269	47.4764	0	0
designed	0	0.02	0	0.55	0	0	0	233.906	345.051	38.7819	0	0
for	0	0.02	0	0.55	0	0	0	233.906	387.139	12.72	0	0
a	0	0.02	0	0.55	0	0	0	233.906	403.153	4.84364	0	0
variety	0	0.02	0	0.55	0	0	0	233.906	411.302	30.0218	0	0
of	0	0.02	0	0.55	0	0	1	233.906	444.63	9.08728	0	0
information	0	0.02	0	0.55	0	0	0	233.906	457.022	51.5128	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
extraction	0	0.02	0	0.55	0	0	0	247.455	89.008	43.4619	0	0
tasks	0	0.02	0	0.55	0	0	0	247.455	136.179	21.8182	0	0
from	0	0.02	0	0.55	0	0	0	247.455	161.695	21.2073	0	0
scholarly	0	0.02	0	0.55	0	0	0	247.455	186.612	39.9928	0	0
articles	0	0.02	0	0.55	0	0	0	247.455	230.303	31.5055	0	0
including	0	0.02	0	0.55	0	0	0	247.455	265.517	41.2146	0	0
metadata	0	0.02	0	0.55	0	0	0	247.455	310.43	39.3819	0	0
(title,	0	0.02	0	0.55	0	1	0	247.455	353.521	23.3346	0	0
author	0	0.02	0	0.55	0	0	0	247.455	380.805	27.8728	0	0
names,	0	0.02	0	0.55	0	1	0	247.455	412.376	30.6	0	0
afﬁliation	0	0.02	0	0.55	0	0	0	247.455	446.925	42.1528	0	0
and	0	0.02	0	0.55	0	0	1	247.455	492.787	15.7527	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
e-mail),	0	0.02	0	0.55	0	1	0	261.004	89.008	34.2328	0	0
structure	0	0.02	0	0.55	0	0	0	261.004	127.321	38.1709	0	0
(section	0	0.02	0	0.55	0	0	0	261.004	169.31	34.5382	0	0
headings	0	0.02	0	0.55	0	0	0	261.004	207.655	38.7819	0	0
and	0	0.02	0	0.55	0	0	1	261.004	250.244	15.7527	0	0
body	0	0.02	0	0.55	0	0	0	261.004	269.815	21.8182	0	0
text,	0	0.02	0	0.55	0	1	0	261.004	295.441	18.9273	0	0
table	0	0.02	0	0.55	0	0	0	261.004	318.448	21.2073	0	0
and	0	0.02	0	0.55	0	0	1	261.004	343.474	15.7527	0	0
ﬁgure	0	0.02	0	0.55	0	0	0	261.004	363.034	25.4509	0	0
headings,	0	0.02	0	0.55	0	1	0	261.004	392.303	41.5091	0	0
URLs	0	0.02	0	0.55	1	0	0	261.004	437.892	26.0618	0	0
and	0	0.02	0	0.55	0	0	1	261.004	467.761	15.7527	0	0
foot-	0	0.02	0	0.55	0	0	0	261.004	487.332	21.2073	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
notes)	0	0.02	0	0.55	0	0	0	274.553	89.008	26.6618	0	0
and	0	0.02	0	0.55	0	0	1	274.553	118.233	15.7527	0	0
bibliography	0	0.02	0	0.55	0	0	0	274.553	136.539	55.7019	0	0
(citation	0	0.02	0	0.55	0	0	0	274.553	194.804	36.36	0	0
instances	0	0.02	0	0.55	0	0	0	274.553	233.717	39.9928	0	0
and	0	0.02	0	0.55	0	0	1	274.553	276.274	15.7527	0	0
references).	0	0.02	0	0.55	0	0	0	274.553	294.579	51.1746	0	0
We	0	0.02	0	0.55	1	0	0	274.553	349.081	14.2691	0	0
analyze	0	0.02	0	0.55	0	0	0	274.553	365.914	33.3164	0	0
a	0	0.02	0	0.55	0	0	0	274.553	401.783	4.84364	0	0
diverse	0	0.02	0	0.55	0	0	0	274.553	409.19	31.0691	0	0
set	0	0.02	0	0.55	0	0	0	274.553	442.823	12.12	0	0
of	0	0.02	0	0.55	0	0	1	274.553	457.496	9.08728	0	0
scientiﬁc	0	0.02	0	0.55	0	0	0	274.553	469.146	39.3928	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
articles	0	0.02	0	0.55	0	0	0	288.103	89.008	31.5055	0	0
written	0	0.02	0	0.55	0	0	0	288.103	124.015	30.9055	0	0
in	0	0.02	0	0.55	0	0	0	288.103	158.423	8.48728	0	0
English	0	0.02	0	0.55	1	0	0	288.103	170.412	33.3382	0	0
language	0	0.02	0	0.55	0	0	0	288.103	207.252	39.3819	0	0
to	0	0.02	0	0.55	0	0	0	288.103	250.135	8.48728	0	0
understand	0	0.02	0	0.55	0	0	0	288.103	262.125	47.8691	0	0
generic	0	0.02	0	0.55	0	0	0	288.103	313.495	32.1055	0	0
writing	0	0.02	0	0.55	0	0	0	288.103	349.103	31.5164	0	0
patterns	0	0.02	0	0.55	0	0	0	288.103	384.121	34.5382	0	0
and	0	0.02	0	0.55	0	0	1	288.103	422.161	15.7527	0	0
formulate	0	0.02	0	0.55	0	0	0	288.103	441.416	42.4146	0	0
rules	0	0.02	0	0.55	0	0	0	288.103	487.332	21.2073	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
to	0	0.02	0	0.55	0	0	0	301.652	89.008	8.48728	0	0
develop	0	0.02	0	0.55	0	0	0	301.652	101.783	34.1018	0	0
this	0	0.02	0	0.55	0	0	0	301.652	140.161	15.7636	0	0
hybrid	0	0.02	0	0.55	0	0	0	301.652	160.212	28.4291	0	0
framework.	0	0.02	0	0.55	0	0	0	301.652	192.928	50.2037	0	0
Extensive	0	0.02	0	0.55	1	0	0	301.652	251.183	42.5891	0	0
evaluations	0	0.02	0	0.55	0	0	0	301.652	298.048	49.1455	0	0
show	0	0.02	0	0.55	0	0	0	301.652	351.481	22.7564	0	0
that	0	0.02	0	0.55	0	0	0	301.652	378.525	16.3637	0	0
the	0	0.02	0	0.55	0	0	0	301.652	399.165	13.3309	0	0
proposed	0	0.02	0	0.55	0	0	0	301.652	416.783	39.9928	0	0
framework	0	0.02	0	0.55	0	0	0	301.652	461.063	47.4764	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
outperforms	0	0.03	0	0.55	0	0	0	315.201	89.008	53.3237	0	0
the	0	0.03	0	0.55	0	0	0	315.201	145.037	13.3309	0	0
existing	0	0.03	0	0.55	0	0	0	315.201	161.084	34.3855	0	0
state-of-the-art	0	0.03	0	0.55	0	0	0	315.201	198.175	64.8219	0	0
tools	0	0.03	0	0.55	0	0	0	315.201	265.714	21.2182	0	0
with	0	0.03	0	0.55	0	0	0	315.201	289.637	19.3964	0	0
huge	0	0.03	0	0.55	0	0	0	315.201	311.75	21.2073	0	0
margin	0	0.03	0	0.55	0	0	0	315.201	335.663	30.7091	0	0
in	0	0.03	0	0.55	0	0	0	315.201	369.077	8.48728	0	0
structural	0	0.03	0	0.55	0	0	0	315.201	380.281	41.2037	0	0
information	0	0.03	0	0.55	0	0	0	315.201	424.19	51.5128	0	0
extrac-	0	0.03	0	0.55	0	0	0	315.201	478.419	30.12	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
tion	0	0.03	0	0.55	0	0	0	328.75	89.008	16.9746	0	0
along	0	0.03	0	0.55	0	0	0	328.75	109.877	24.24	0	0
with	0	0.03	0	0.55	0	0	0	328.75	138.023	19.3964	0	0
improved	0	0.03	0	0.55	0	0	0	328.75	161.314	41.4873	0	0
performance	0	0.03	0	0.55	0	0	0	328.75	206.706	55.1237	0	0
in	0	0.03	0	0.55	0	0	0	328.75	265.725	8.48728	0	0
metadata	0	0.03	0	0.55	0	0	0	328.75	278.117	39.3819	0	0
and	0	0.03	0	0.55	0	0	1	328.75	321.394	15.7527	0	0
bibliography	0	0.03	0	0.55	0	0	0	328.75	341.052	55.7019	0	0
extraction	0	0.03	0	0.55	0	0	0	328.75	400.648	43.4619	0	0
tasks,	0	0.03	0	0.55	0	1	0	328.75	448.016	24.5455	0	0
both	0	0.03	0	0.55	0	0	0	328.75	476.75	19.3964	0	0
in	0	0.03	0	0.55	0	0	0	328.75	500.052	8.48728	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
terms	0	0.03	0	0.55	0	0	0	342.299	89.008	24.24	0	0
of	0	0.03	0	0.55	0	0	1	342.299	116.183	9.08728	0	0
accuracy	0	0.03	0	0.55	0	0	0	342.299	128.204	38.5964	0	0
(around	0	0.03	0	0.55	0	0	0	342.299	169.724	33.9273	0	0
50%	0	0.03	0	0.55	0	0	0	342.299	206.586	19.9964	0	0
improvement)	0	0.03	0	0.55	0	0	0	342.299	229.517	61.4837	0	0
and	0	0.03	0	0.55	0	0	1	342.299	293.935	15.7527	0	0
processing	0	0.03	0	0.55	0	0	0	342.299	312.623	46.6582	0	0
time	0	0.03	0	0.55	0	0	0	342.299	362.205	19.3964	0	0
(around	0	0.03	0	0.55	0	0	0	342.299	384.536	33.9273	0	0
52%	0	0.03	0	0.55	0	0	0	342.299	421.397	19.9964	0	0
improvement).	0	0.03	0	0.55	0	0	0	342.299	444.328	64.211	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
A	0	0.03	0	0.55	1	0	0	355.849	89.008	7.87637	0	0
user	0	0.03	0	0.55	0	0	0	355.849	100.321	18.1746	0	0
experience	0	0.03	0	0.55	0	0	0	355.849	121.932	47.0837	0	0
study	0	0.03	0	0.55	0	0	0	355.849	172.463	23.64	0	0
conducted	0	0.03	0	0.55	0	0	0	355.849	199.539	44.8364	0	0
with	0	0.03	0	0.55	0	0	0	355.849	247.812	19.3964	0	0
the	0	0.03	0	0.55	0	0	0	355.849	270.645	13.3309	0	0
help	0	0.03	0	0.55	0	0	0	355.849	287.412	18.7855	0	0
of	0	0.03	0	0.55	0	0	1	355.849	309.645	9.08728	0	0
30	0	0.03	0	0.55	0	0	0	355.849	322.168	10.9091	0	0
researchers	0	0.03	0	0.55	0	0	0	355.849	336.514	49.0582	0	0
reveals	0	0.03	0	0.55	0	0	0	355.849	389.008	30.4582	0	0
that	0	0.03	0	0.55	0	0	0	355.849	422.903	16.3637	0	0
the	0	0.03	0	0.55	0	0	0	355.849	442.714	13.3309	0	0
researchers	0	0.03	0	0.55	0	0	0	355.849	459.481	49.0582	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
found	0	0.03	0	0.55	0	0	0	369.398	89.008	25.4509	0	0
this	0	0.03	0	0.55	0	0	0	369.398	117.284	15.7636	0	0
system	0	0.03	0	0.55	0	0	0	369.398	135.873	30.3055	0	0
to	0	0.03	0	0.55	0	0	0	369.398	169.004	8.48728	0	0
be	0	0.03	0	0.55	0	0	0	369.398	180.317	10.2982	0	0
very	0	0.03	0	0.55	0	0	0	369.398	193.441	19.2218	0	0
helpful.	0	0.03	0	0.55	0	0	0	369.398	215.488	33.6218	0	0
As	0	0.03	0	0.55	1	0	0	369.398	252.786	12.12	0	0
an	0	0.03	0	0.55	0	0	0	369.398	267.732	10.2982	0	0
additional	0	0.03	0	0.55	0	0	0	369.398	280.855	43.6364	0	0
objective,	0	0.03	0	0.55	0	1	0	369.398	327.317	42.2837	0	0
we	0	0.03	0	0.55	0	0	0	369.398	372.448	12.72	0	0
discuss	0	0.03	0	0.55	0	0	0	369.398	387.994	31.5164	0	0
two	0	0.03	0	0.55	0	0	0	369.398	422.336	16.2546	0	0
novel	0	0.03	0	0.55	0	0	0	369.398	441.416	23.9127	0	0
use	0	0.03	0	0.55	0	0	0	369.398	468.154	14.5418	0	0
cases	0	0.03	0	0.55	0	0	0	369.398	485.521	23.0182	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
including	0	0.03	0	0.55	0	0	0	382.947	89.008	41.2146	0	0
automatically	0	0.03	0	0.55	0	0	0	382.947	133.855	59.3891	0	0
extracting	0	0.03	0	0.55	0	0	0	382.947	196.866	43.4619	0	0
links	0	0.03	0	0.55	0	0	0	382.947	243.961	21.2182	0	0
to	0	0.03	0	0.55	0	0	0	382.947	268.812	8.48728	0	0
public	0	0.03	0	0.55	0	0	0	382.947	280.921	27.2728	0	0
datasets	0	0.03	0	0.55	0	0	0	382.947	311.826	34.5382	0	0
from	0	0.03	0	0.55	0	0	0	382.947	349.986	21.2073	0	0
the	0	0.03	0	0.55	0	0	0	382.947	374.826	13.3309	0	0
proceedings,	0	0.03	0	0.55	0	1	0	382.947	391.79	55.44	0	0
which	0	0.03	0	0.55	0	0	0	382.947	451.081	26.6618	0	0
would	0	0.03	0	0.55	0	0	0	382.947	481.376	27.1637	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
further	0	0.03	0	0.55	0	0	0	396.496	89.008	29.6837	0	0
accelerate	0	0.03	0	0.55	0	0	0	396.496	122.15	43.6037	0	0
the	0	0.03	0	0.55	0	0	0	396.496	169.201	13.3309	0	0
advancement	0	0.03	0	0.55	0	0	0	396.496	185.99	57.2837	0	0
in	0	0.03	0	0.55	0	0	0	396.496	246.732	8.48728	0	0
digital	0	0.03	0	0.55	0	0	0	396.496	258.666	27.8837	0	0
libraries.	0	0.03	0	0.55	0	0	0	396.496	290.008	38.4764	0	0
The	0	0.03	0	0.55	1	0	1	396.496	334.048	16.9637	0	0
result	0	0.03	0	0.55	0	0	0	396.496	354.47	24.24	0	0
of	0	0.03	0	0.55	0	0	1	396.496	382.157	9.08728	0	0
the	0	0.03	0	0.55	0	0	0	396.496	394.703	13.3309	0	0
framework	0	0.03	0	0.55	0	0	0	396.496	411.492	47.4764	0	0
can	0	0.03	0	0.55	0	0	0	396.496	462.416	15.1418	0	0
be	0	0.03	0	0.55	0	0	0	396.496	481.016	10.2982	0	0
ex-	0	0.03	0	0.55	0	0	0	396.496	494.772	13.7673	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
ported	0	0.04	0	0.55	0	0	0	410.045	89.008	27.8728	0	0
as	0	0.04	0	0.55	0	0	0	410.045	120.099	9.08728	0	0
a	0	0.04	0	0.55	0	0	0	410.045	132.415	4.84364	0	0
whole	0	0.04	0	0.55	0	0	0	410.045	140.477	26.6618	0	0
into	0	0.04	0	0.55	0	0	0	410.045	170.357	16.9746	0	0
structured	0	0.04	0	0.55	0	0	0	410.045	190.561	43.6255	0	0
TEI-encoded	0	0.04	0	0.55	1	0	0	410.045	237.404	56.9455	0	0
documents.	0	0.04	0	0.55	0	0	0	410.045	297.568	49.9964	0	0
Our	0	0.04	0	0.55	1	0	0	410.045	352.43	16.9637	0	0
framework	0	0.04	0	0.55	0	0	0	410.045	372.623	47.4764	0	0
is	0	0.04	0	0.55	0	0	0	410.045	423.317	7.27637	0	0
accessible	0	0.04	0	0.55	0	0	0	410.045	433.812	44.2255	0	0
online	0	0.04	0	0.55	0	0	0	410.045	481.267	27.2728	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
at	0	0.04	0	0.55	0	0	0	423.595	89.008	7.87637	0	0
http://cnergres.iitkgp.ac.in/OCR++/home/.	0	0.04	0	0.55	0	0	0	423.704	99.611	187.852	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
1	0	0.04	0	0.6	0	0	0	446.352	72	5.9776	0	0
Introduction	0	0.04	0	0.6	1	0	0	446.352	89.9328	64.8809	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
Obtaining	0	0.04	0	0.55	1	0	0	468.064	72	43.6364	0	0
structured	0	0.04	0	0.55	0	0	0	468.064	119.76	43.6255	0	0
data	0	0.04	0	0.55	0	0	0	468.064	167.509	18.1746	0	0
from	0	0.04	0	0.55	0	0	0	468.064	189.807	21.2073	0	0
documents	0	0.04	0	0.55	0	0	0	468.064	215.149	47.2582	0	0
is	0	0.04	0	0.55	0	0	0	468.064	266.542	7.27637	0	0
necessary	0	0.04	0	0.55	0	0	0	468.064	277.942	42.4037	0	0
to	0	0.04	0	0.55	0	0	0	468.064	324.469	8.48728	0	0
support	0	0.04	0	0.55	0	0	0	468.064	337.08	32.7273	0	0
retrieval	0	0.04	0	0.55	0	0	0	468.064	373.931	35.8037	0	0
tasks	0	0.04	0	0.55	0	0	0	468.064	413.858	21.8182	0	0
(Beel	0	0.04	0	0.55	0	0	0	468.064	439.8	23.6291	0	0
et	0	0.04	0	0.55	0	0	0	468.064	467.564	7.87637	0	0
al.,	0	0.04	0	0.55	0	1	0	468.064	479.564	13.3309	0	0
2011).	0	0.04	0	0.55	0	0	0	468.064	497.368	28.1782	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
Various	0	0.04	0	0.55	1	0	0	481.613	72	33.3273	0	0
scholarly	0	0.04	0	0.55	0	0	0	481.613	108.764	39.9928	0	0
organizations	0	0.04	0	0.55	0	0	0	481.613	152.182	58.5273	0	0
and	0	0.04	0	0.55	0	0	1	481.613	214.146	15.7527	0	0
companies	0	0.04	0	0.55	0	0	0	481.613	233.335	46.6473	0	0
deploy	0	0.04	0	0.55	0	0	0	481.613	283.418	29.5855	0	0
information	0	0.04	0	0.55	0	0	0	481.613	316.44	51.5128	0	0
extraction	0	0.04	0	0.55	0	0	0	481.613	371.378	43.4619	0	0
tools	0	0.04	0	0.55	0	0	0	481.613	418.277	21.2182	0	0
in	0	0.04	0	0.55	0	0	0	481.613	442.931	8.48728	0	0
their	0	0.04	0	0.55	0	0	0	481.613	454.844	19.9964	0	0
production	0	0.04	0	0.55	0	0	0	481.613	478.277	47.2691	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
environments.	0	0.04	0	0.55	0	0	0	495.162	72	61.6801	0	0
Google	0	0.04	0	0.55	1	0	0	495.162	139.582	32.1164	0	0
scholar	0	0.04	0	0.55	0	0	0	495.162	175.266	31.5055	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
1	0	0.04	0	0.4	0	0	0	493.196	206.765	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
,	0	0.04	0	0.55	0	1	0	495.162	211.248	2.72727	0	0
Microsoft	0	0.04	0	0.55	1	0	0	495.162	217.75	43.0255	0	0
academic	0	0.04	0	0.55	0	0	0	495.162	264.343	41.1928	0	0
search	0	0.04	0	0.55	0	0	0	495.162	309.103	27.8618	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
2	0	0.04	0	0.4	0	0	0	493.196	336.962	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
,	0	0.04	0	0.55	0	1	0	495.162	341.446	2.72728	0	0
Researchgate	0	0.04	0	0.55	1	0	0	495.162	347.948	58.1019	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
3	0	0.04	0	0.4	0	0	0	493.196	406.05	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
,	0	0.04	0	0.55	0	1	0	495.162	410.533	2.72728	0	0
CiteULike	0	0.04	0	0.55	1	0	0	495.162	417.035	45.9491	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
4	0	0.04	0	0.4	0	0	0	493.196	462.985	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
etc.	0	0.04	0	0.55	0	0	0	495.162	471.034	15.4473	0	0
provide	0	0.04	0	0.55	0	0	0	495.162	492.383	33.1637	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
academic	0	0.05	0	0.55	0	0	0	508.712	72	41.1928	0	0
search	0	0.05	0	0.55	0	0	0	508.712	116.804	27.8618	0	0
engine	0	0.05	0	0.55	0	0	0	508.712	148.266	29.0837	0	0
facilities.	0	0.05	0	0.55	0	0	0	508.712	180.96	40.1891	0	0
European	0	0.05	0	0.55	1	0	0	508.712	227.16	41.8037	0	0
publication	0	0.05	0	0.55	0	0	0	508.712	272.575	49.091	0	0
server	0	0.05	0	0.55	0	0	0	508.712	325.277	26.4873	0	0
(EPO)	0	0.05	0	0.55	0	0	0	508.712	355.364	27.8728	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
5	0	0.05	0	0.4	0	0	0	506.745	383.238	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
,	0	0.05	0	0.55	0	1	0	508.712	387.721	2.72728	0	0
ResearchGate	0	0.05	0	0.55	1	0	0	508.712	394.059	60.5782	0	0
and	0	0.05	0	0.55	0	0	1	508.712	458.237	15.7527	0	0
Mendeley	0	0.05	0	0.55	1	0	0	508.712	477.601	43.4619	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
6	0	0.05	0	0.4	0	0	0	506.745	521.06	3.98505	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
